PG.UniProtIds,gene_name,ProteinName,PG.ProteinNames,modification,cellline,condition,mean_ks,sd_ks,se_ks,mean_l2fc,sd_l2fc,se_l2fc,,,,,,
Q15185,PTGES3,prostaglandin E synthase 3,TEBP_HUMAN,WT,293T,−Leu,0.01434,5.66E-04,3.27E-04,-2.342859054,0.1986396,0.114684626,,,,,,
Q15233,NONO,non-POU domain containing octamer binding,NONO_HUMAN,GCN2 KO,293T,Rich,0.06935,0.019855077,0.011463334,0,0,0,,,,,,
Q15233,NONO,non-POU domain containing octamer binding,NONO_HUMAN,GCN2 KO,293T,−Arg,0.011511,0.009603841,0.00554478,-2.861670895,0.731482684,0.422321724,,,,,,
Q15233,NONO,non-POU domain containing octamer binding,NONO_HUMAN,GCN2 KO,293T,−Leu,0.015273333,0.002767839,0.001598013,-2.162543488,0.643155188,0.371325821,,,,,,
Q15233,NONO,non-POU domain containing octamer binding,NONO_HUMAN,WT,293T,Rich,0.108336667,0.02244128,0.012956479,0,0,0,,,,,,
Q15233,NONO,non-POU domain containing octamer binding,NONO_HUMAN,WT,293T,−Arg,0.011355333,0.002459139,0.001419785,-3.256444683,0.394355791,0.227681422,,,,,,
Q15233,NONO,non-POU domain containing octamer binding,NONO_HUMAN,WT,293T,−Leu,0.008251,0.001595519,9.21E-04,-3.711695752,0.500323568,0.288861946,,,,,,
Q15293,RCN1,reticulocalbin 1,RCN1_HUMAN,GCN2 KO,293T,Rich,0.053673333,0.028980644,0.016731983,0,0,0,,,,,,
Q15293,RCN1,reticulocalbin 1,RCN1_HUMAN,GCN2 KO,293T,−Arg,0.003927,5.97E-04,3.45E-04,-3.230032391,0.325314928,0.187820661,,,,,,
Q15293,RCN1,reticulocalbin 1,RCN1_HUMAN,GCN2 KO,293T,−Leu,0.021318333,0.018629178,0.010755561,-1.531601908,1.534764471,0.886096681,,,,,,
Q15293,RCN1,reticulocalbin 1,RCN1_HUMAN,WT,293T,Rich,0.057545,5.02E-04,2.90E-04,0,0,0,,,,,,
Q15293,RCN1,reticulocalbin 1,RCN1_HUMAN,WT,293T,−Arg,0.014665,0.002764788,0.001596251,-1.985220921,0.286206274,0.165241269,,,,,,
Q15293,RCN1,reticulocalbin 1,RCN1_HUMAN,WT,293T,−Leu,0.014665,6.01E-04,3.47E-04,-1.972892151,0.071731813,0.041414381,,,,,,
Q15365,PCBP1,poly(rC) binding protein 1,PCBP1_HUMAN,GCN2 KO,293T,Rich,0.03564,0.010895416,0.006290472,0,0,0,,,,,,
Q15365,PCBP1,poly(rC) binding protein 1,PCBP1_HUMAN,GCN2 KO,293T,−Arg,0.011074333,0.00185407,0.001070448,-1.652184784,0.391326052,0.225932201,,,,,,
Q15365,PCBP1,poly(rC) binding protein 1,PCBP1_HUMAN,GCN2 KO,293T,−Leu,0.022196667,0.015716979,0.009074202,-0.862442307,0.920342893,0.531360217,,,,,,
Q15365,PCBP1,poly(rC) binding protein 1,PCBP1_HUMAN,WT,293T,Rich,0.06197,0.020940267,0.012089869,0,0,0,,,,,,
Q15365,PCBP1,poly(rC) binding protein 1,PCBP1_HUMAN,WT,293T,−Arg,0.01311,0.005075067,0.002930091,-2.253036199,0.197067849,0.113777176,,,,,,
Q15365,PCBP1,poly(rC) binding protein 1,PCBP1_HUMAN,WT,293T,−Leu,0.012743333,0.002072326,0.001196458,-2.22846569,0.620311481,0.358137001,,,,,,
Q15366,PCBP2,poly(rC) binding protein 2,PCBP2_HUMAN,GCN2 KO,293T,Rich,0.066866667,0.005875086,0.003391982,0,0,0,,,,,,
Q15366,PCBP2,poly(rC) binding protein 2,PCBP2_HUMAN,GCN2 KO,293T,−Arg,0.008075,0.004348707,0.002510727,-3.157573782,0.997829154,0.576096931,,,,,,
Q15366,PCBP2,poly(rC) binding protein 2,PCBP2_HUMAN,GCN2 KO,293T,−Leu,0.027,0.007489573,0.004324107,-1.344326109,0.296940896,0.171438906,,,,,,
Q15366,PCBP2,poly(rC) binding protein 2,PCBP2_HUMAN,WT,293T,Rich,0.058243333,0.01313422,0.007583045,0,0,0,,,,,,
Q15366,PCBP2,poly(rC) binding protein 2,PCBP2_HUMAN,WT,293T,−Arg,0.007891,0.003633565,0.00209784,-2.955219023,0.449702302,0.259635745,,,,,,
Q15366,PCBP2,poly(rC) binding protein 2,PCBP2_HUMAN,WT,293T,−Leu,0.011653667,0.005057151,0.002919748,-2.40589353,0.843948588,0.487253944,,,,,,
Q15393,SF3B3,splicing factor 3b subunit 3,SF3B3_HUMAN,GCN2 KO,293T,Rich,0.07275,0.029944033,0.017288195,0,0,0,,,,,,
Q15393,SF3B3,splicing factor 3b subunit 3,SF3B3_HUMAN,GCN2 KO,293T,−Arg,0.012005,0.002227386,0.001285982,-2.451307893,1.175721679,0.678803228,,,,,,
Q15393,SF3B3,splicing factor 3b subunit 3,SF3B3_HUMAN,GCN2 KO,293T,−Leu,0.010965,0.001039447,6.00E-04,-2.995588045,0.171560012,0.099050219,,,,,,
Q15393,SF3B3,splicing factor 3b subunit 3,SF3B3_HUMAN,WT,293T,Rich,0.09035,0.020912869,0.012074051,0,0,0,,,,,,
Q15393,SF3B3,splicing factor 3b subunit 3,SF3B3_HUMAN,WT,293T,−Arg,0.012138667,0.005657771,0.003266516,-2.961752799,0.504554658,0.291304768,,,,,,
Q15393,SF3B3,splicing factor 3b subunit 3,SF3B3_HUMAN,WT,293T,−Leu,0.017741,0.00767845,0.004433155,-2.432853638,0.888186637,0.512794794,,,,,,
Q15417,CNN3,calponin 3,CNN3_HUMAN,GCN2 KO,293T,Rich,0.0904,0.022344574,0.012900646,0,0,0,,,,,,
Q15417,CNN3,calponin 3,CNN3_HUMAN,GCN2 KO,293T,−Arg,0.01402,4.24E-04,2.45E-04,-2.666787759,0.403961083,0.23322704,,,,,,
Q15417,CNN3,calponin 3,CNN3_HUMAN,GCN2 KO,293T,−Leu,0.02579,0.004058793,0.002343345,-1.796120919,0.132302977,0.07638516,,,,,,
Q15417,CNN3,calponin 3,CNN3_HUMAN,WT,293T,Rich,0.105495,0.03748373,0.021641242,0,0,0,,,,,,
Q15417,CNN3,calponin 3,CNN3_HUMAN,WT,293T,−Arg,0.0119,0.004483057,0.002588294,-3.154201535,0.033113708,0.019118208,,,,,,
Q15417,CNN3,calponin 3,CNN3_HUMAN,WT,293T,−Leu,0.019915,0.008775195,0.005066361,-2.431876289,1.181379088,0.682069534,,,,,,
Q15424,SAFB,scaffold attachment factor B,SAFB1_HUMAN,GCN2 KO,293T,Rich,0.056516667,0.020904931,0.012069467,0,0,0,,,,,,
Q15424,SAFB,scaffold attachment factor B,SAFB1_HUMAN,GCN2 KO,293T,−Arg,0.0099655,4.88E-05,2.82E-05,-2.305829824,0.804084659,0.464238495,,,,,,
Q15424,SAFB,scaffold attachment factor B,SAFB1_HUMAN,GCN2 KO,293T,−Leu,0.01697,0.00354628,0.002047446,-1.678475196,0.751647202,0.433963715,,,,,,
Q15424,SAFB,scaffold attachment factor B,SAFB1_HUMAN,WT,293T,Rich,0.067155,0.048288322,0.027879276,0,0,0,,,,,,
Q15424,SAFB,scaffold attachment factor B,SAFB1_HUMAN,WT,293T,−Arg,0.007117,NA,NA,-3.831221128,NA,NA,,,,,,
Q15424,SAFB,scaffold attachment factor B,SAFB1_HUMAN,WT,293T,−Leu,0.0112685,0.00383464,0.00221393,-2.402462026,1.644621829,0.949522856,,,,,,
Q15428,SF3A2,splicing factor 3a subunit 2,SF3A2_HUMAN,WT,293T,Rich,0.06766,NA,NA,0,NA,NA,,,,,,
Q15428,SF3A2,splicing factor 3a subunit 2,SF3A2_HUMAN,WT,293T,−Leu,0.01484,NA,NA,-2.188812085,NA,NA,,,,,,
Q15459,SF3A1,splicing factor 3a subunit 1,SF3A1_HUMAN,GCN2 KO,293T,Rich,0.058056667,0.009737517,0.005621958,0,0,0,,,,,,
Q15459,SF3A1,splicing factor 3a subunit 1,SF3A1_HUMAN,GCN2 KO,293T,−Arg,0.015913333,0.001660642,9.59E-04,-1.85932671,0.195860218,0.11307995,,,,,,
Q15459,SF3A1,splicing factor 3a subunit 1,SF3A1_HUMAN,GCN2 KO,293T,−Leu,0.01699,0.005401231,0.003118402,-1.80550274,0.467611614,0.269975691,,,,,,
Q15459,SF3A1,splicing factor 3a subunit 1,SF3A1_HUMAN,WT,293T,Rich,0.074856667,0.018354295,0.010596857,0,0,0,,,,,,
Q15459,SF3A1,splicing factor 3a subunit 1,SF3A1_HUMAN,WT,293T,−Arg,0.01913,0.005356221,0.003092415,-1.981795735,0.273365947,0.157827903,,,,,,
Q15459,SF3A1,splicing factor 3a subunit 1,SF3A1_HUMAN,WT,293T,−Leu,0.012359667,0.002971032,0.001715326,-2.601015958,0.235101296,0.135735797,,,,,,
Q15631,TSN,translin,TSN_HUMAN,GCN2 KO,293T,Rich,0.0758,NA,NA,0,NA,NA,,,,,,
Q15631,TSN,translin,TSN_HUMAN,GCN2 KO,293T,−Arg,0.009251,NA,NA,-3.034516619,NA,NA,,,,,,
Q15631,TSN,translin,TSN_HUMAN,GCN2 KO,293T,−Leu,0.008213,NA,NA,-3.206216645,NA,NA,,,,,,
Q15631,TSN,translin,TSN_HUMAN,WT,293T,Rich,0.070336667,0.017676395,0.010205471,0,0,0,,,,,,
Q15631,TSN,translin,TSN_HUMAN,WT,293T,−Arg,0.012443333,0.003284286,0.001896183,-2.508610842,0.455507503,0.26298738,,,,,,
Q15631,TSN,translin,TSN_HUMAN,WT,293T,−Leu,0.012897,0.002851627,0.001646388,-2.444891096,0.409987889,0.236706618,,,,,,
Q15637,SF1,splicing factor 1,SF01_HUMAN,GCN2 KO,293T,Rich,0.050065,0.020965716,0.012104562,0,0,0,,,,,,
Q15637,SF1,splicing factor 1,SF01_HUMAN,GCN2 KO,293T,−Arg,0.004271,NA,NA,-3.925350363,NA,NA,,,,,,
Q15637,SF1,splicing factor 1,SF01_HUMAN,GCN2 KO,293T,−Leu,0.01886,0.004624478,0.002669944,-1.364292856,0.265447687,0.153256293,,,,,,
Q15637,SF1,splicing factor 1,SF01_HUMAN,WT,293T,Rich,0.06895,0.006858936,0.003960008,0,0,0,,,,,,
Q15637,SF1,splicing factor 1,SF01_HUMAN,WT,293T,−Leu,0.0143,0.00417193,0.002408665,-2.297328257,0.283272354,0.16354737,,,,,,
Q15645,TRIP13,thyroid hormone receptor interactor 13,PCH2_HUMAN,GCN2 KO,293T,Rich,0.06994,NA,NA,0,NA,NA,,,,,,
Q15645,TRIP13,thyroid hormone receptor interactor 13,PCH2_HUMAN,GCN2 KO,293T,−Leu,0.005014,NA,NA,-3.802083895,NA,NA,,,,,,
Q15645,TRIP13,thyroid hormone receptor interactor 13,PCH2_HUMAN,WT,293T,Rich,0.09705,NA,NA,0,NA,NA,,,,,,
Q15645,TRIP13,thyroid hormone receptor interactor 13,PCH2_HUMAN,WT,293T,−Leu,0.00442,NA,NA,-4.456609938,NA,NA,,,,,,
Q15691,MAPRE1,microtubule associated protein RP/EB family member 1,MARE1_HUMAN,GCN2 KO,293T,Rich,0.075283333,0.011520093,0.006651129,0,0,0,,,,,,
Q15691,MAPRE1,microtubule associated protein RP/EB family member 1,MARE1_HUMAN,GCN2 KO,293T,−Arg,0.011114333,0.002246294,0.001296898,-2.769839094,0.116897618,0.067490871,,,,,,
Q15691,MAPRE1,microtubule associated protein RP/EB family member 1,MARE1_HUMAN,GCN2 KO,293T,−Leu,0.01375,0.004431783,0.002558691,-2.488984926,0.625019013,0.360854896,,,,,,
Q15691,MAPRE1,microtubule associated protein RP/EB family member 1,MARE1_HUMAN,WT,293T,Rich,0.096146667,0.026873623,0.015515494,0,0,0,,,,,,
Q15691,MAPRE1,microtubule associated protein RP/EB family member 1,MARE1_HUMAN,WT,293T,−Arg,0.015374,0.007194739,0.004153884,-2.745203348,0.739557917,0.426983963,,,,,,
Q15691,MAPRE1,microtubule associated protein RP/EB family member 1,MARE1_HUMAN,WT,293T,−Leu,0.01544,0.005016383,0.00289621,-2.650663367,0.111158615,0.064177456,,,,,,
Q15717,ELAVL1,ELAV like RNA binding protein 1,ELAV1_HUMAN,GCN2 KO,293T,Rich,0.07036,0.023586782,0.013617835,0,0,0,,,,,,
Q15717,ELAVL1,ELAV like RNA binding protein 1,ELAV1_HUMAN,GCN2 KO,293T,−Arg,0.005619,NA,NA,-3.028536428,NA,NA,,,,,,
Q15717,ELAVL1,ELAV like RNA binding protein 1,ELAV1_HUMAN,GCN2 KO,293T,−Leu,0.018893333,0.004782356,0.002761095,-1.868780741,0.17171871,0.099141843,,,,,,
Q15717,ELAVL1,ELAV like RNA binding protein 1,ELAV1_HUMAN,WT,293T,Rich,0.09428,NA,NA,0,NA,NA,,,,,,
Q15717,ELAVL1,ELAV like RNA binding protein 1,ELAV1_HUMAN,WT,293T,−Leu,0.01231,NA,NA,-2.937120997,NA,NA,,,,,,
Q15785,TOMM34,translocase of outer mitochondrial membrane 34,TOM34_HUMAN,GCN2 KO,293T,Rich,0.04443,NA,NA,0,NA,NA,,,,,,
Q15785,TOMM34,translocase of outer mitochondrial membrane 34,TOM34_HUMAN,GCN2 KO,293T,−Leu,0.0156,NA,NA,-1.509988112,NA,NA,,,,,,
Q15907,RAB11B,"RAB11B, member RAS oncogene family",RB11B_HUMAN,GCN2 KO,293T,Rich,0.061836667,0.011927868,0.006886558,0,0,0,,,,,,
Q15907,RAB11B,"RAB11B, member RAS oncogene family",RB11B_HUMAN,GCN2 KO,293T,−Arg,0.012940333,0.003710964,0.002142526,-2.27791025,0.509705766,0.294278761,,,,,,
Q15907,RAB11B,"RAB11B, member RAS oncogene family",RB11B_HUMAN,GCN2 KO,293T,−Leu,0.01987,0.007241429,0.004180841,-1.680456364,0.35873092,0.207113393,,,,,,
Q15907,RAB11B,"RAB11B, member RAS oncogene family",RB11B_HUMAN,WT,293T,Rich,0.098813333,0.020274004,0.011705202,0,0,0,,,,,,
Q15907,RAB11B,"RAB11B, member RAS oncogene family",RB11B_HUMAN,WT,293T,−Arg,0.014903333,0.006103051,0.003523598,-2.784590906,0.271842911,0.156948578,,,,,,
Q15907,RAB11B,"RAB11B, member RAS oncogene family",RB11B_HUMAN,WT,293T,−Leu,0.017106667,0.004206356,0.002428541,-2.539596582,0.427691861,0.246928011,,,,,,
Q15942,ZYX,zyxin,ZYX_HUMAN,WT,293T,Rich,0.006552,NA,NA,0,NA,NA,,,,,,
Q15942,ZYX,zyxin,ZYX_HUMAN,WT,293T,−Arg,0.01232,NA,NA,0.910994994,NA,NA,,,,,,
Q16531,DDB1,damage specific DNA binding protein 1,DDB1_HUMAN,GCN2 KO,293T,Rich,0.09329,0.005339504,0.003082764,0,0,0,,,,,,
Q16531,DDB1,damage specific DNA binding protein 1,DDB1_HUMAN,GCN2 KO,293T,−Arg,0.013244,0.007319969,0.004226186,-2.925401557,0.726337924,0.419351396,,,,,,
Q16531,DDB1,damage specific DNA binding protein 1,DDB1_HUMAN,GCN2 KO,293T,−Leu,0.013633,0.004011436,0.002316004,-2.819431661,0.501732534,0.289675413,,,,,,
Q16531,DDB1,damage specific DNA binding protein 1,DDB1_HUMAN,WT,293T,Rich,0.121466667,0.01089327,0.006289232,0,0,0,,,,,,
Q16531,DDB1,damage specific DNA binding protein 1,DDB1_HUMAN,WT,293T,−Arg,0.01818,0.008630591,0.004982874,-2.834833992,0.729671935,0.421276288,,,,,,
Q16531,DDB1,damage specific DNA binding protein 1,DDB1_HUMAN,WT,293T,−Leu,0.014858333,0.005543542,0.003200565,-3.109451626,0.751102185,0.433649049,,,,,,
Q16543,CDC37,"cell division cycle 37, HSP90 cochaperone",CDC37_HUMAN,GCN2 KO,293T,Rich,0.0613,0.007895765,0.004558622,0,0,0,,,,,,
Q16543,CDC37,"cell division cycle 37, HSP90 cochaperone",CDC37_HUMAN,GCN2 KO,293T,−Arg,0.012462667,0.005061344,0.002922168,-2.388534395,0.719690402,0.415513447,,,,,,
Q16543,CDC37,"cell division cycle 37, HSP90 cochaperone",CDC37_HUMAN,GCN2 KO,293T,−Leu,0.02727,0.006133743,0.003541318,-1.187815868,0.390534808,0.225475377,,,,,,
Q16543,CDC37,"cell division cycle 37, HSP90 cochaperone",CDC37_HUMAN,WT,293T,Rich,0.080373333,0.004023808,0.002323147,0,0,0,,,,,,
Q16543,CDC37,"cell division cycle 37, HSP90 cochaperone",CDC37_HUMAN,WT,293T,−Arg,0.012826667,0.003173804,0.001832397,-2.674151859,0.281278893,0.162396444,,,,,,
Q16543,CDC37,"cell division cycle 37, HSP90 cochaperone",CDC37_HUMAN,WT,293T,−Leu,0.02514,0.013528219,0.007810521,-1.881321389,1.021104298,0.589534841,,,,,,
Q16576,RBBP7,"RB binding protein 7, chromatin remodeling factor",RBBP7_HUMAN,GCN2 KO,293T,Rich,0.03151,0.005516602,0.003185012,0,0,0,,,,,,
Q16576,RBBP7,"RB binding protein 7, chromatin remodeling factor",RBBP7_HUMAN,GCN2 KO,293T,−Arg,0.00166,NA,NA,-3.920729503,NA,NA,,,,,,
Q16576,RBBP7,"RB binding protein 7, chromatin remodeling factor",RBBP7_HUMAN,GCN2 KO,293T,−Leu,0.011675333,0.004047412,0.002336775,-1.473936463,0.551742769,0.318548836,,,,,,
Q16576,RBBP7,"RB binding protein 7, chromatin remodeling factor",RBBP7_HUMAN,WT,293T,Rich,0.045965,0.015153298,0.008748761,0,0,0,,,,,,
Q16576,RBBP7,"RB binding protein 7, chromatin remodeling factor",RBBP7_HUMAN,WT,293T,−Arg,0.0073595,0.001059953,6.12E-04,-2.610072461,0.693028456,0.400120166,,,,,,
Q16576,RBBP7,"RB binding protein 7, chromatin remodeling factor",RBBP7_HUMAN,WT,293T,−Leu,0.004636,NA,NA,-3.611887287,NA,NA,,,,,,
Q16629,SRSF7,serine and arginine rich splicing factor 7,SRSF7_HUMAN,GCN2 KO,293T,Rich,0.1157,NA,NA,0,NA,NA,,,,,,
Q16629,SRSF7,serine and arginine rich splicing factor 7,SRSF7_HUMAN,GCN2 KO,293T,−Leu,0.02166,NA,NA,-2.417283716,NA,NA,,,,,,
Q16629,SRSF7,serine and arginine rich splicing factor 7,SRSF7_HUMAN,WT,293T,Rich,0.05953,NA,NA,0,NA,NA,,,,,,
Q16629,SRSF7,serine and arginine rich splicing factor 7,SRSF7_HUMAN,WT,293T,−Leu,0.01825,NA,NA,-1.70572043,NA,NA,,,,,,
Q16643,DBN1,drebrin 1,DREB_HUMAN,GCN2 KO,293T,Rich,0.0244,0.009432804,0.005446032,0,0,0,,,,,,
Q16643,DBN1,drebrin 1,DREB_HUMAN,GCN2 KO,293T,−Arg,0.004665,NA,NA,-1.92624355,NA,NA,,,,,,
Q16643,DBN1,drebrin 1,DREB_HUMAN,GCN2 KO,293T,−Leu,0.008034,0.006612863,0.003817938,-1.845038306,1.930132529,1.114362535,,,,,,
Q16643,DBN1,drebrin 1,DREB_HUMAN,WT,293T,Rich,0.05828,0.006759941,0.003902854,0,0,0,,,,,,
Q16643,DBN1,drebrin 1,DREB_HUMAN,WT,293T,−Arg,0.006047,NA,NA,-3.145247407,NA,NA,,,,,,
Q16643,DBN1,drebrin 1,DREB_HUMAN,WT,293T,−Leu,0.01631,NA,NA,-1.950968388,NA,NA,,,,,,
Q16658,FSCN1,fascin actin-bundling protein 1,FSCN1_HUMAN,GCN2 KO,293T,Rich,0.006089,NA,NA,0,NA,NA,,,,,,
Q16658,FSCN1,fascin actin-bundling protein 1,FSCN1_HUMAN,GCN2 KO,293T,−Arg,0.002725,NA,NA,-1.159949083,NA,NA,,,,,,
Q16658,FSCN1,fascin actin-bundling protein 1,FSCN1_HUMAN,GCN2 KO,293T,−Leu,0.004645,NA,NA,-0.390526716,NA,NA,,,,,,
Q16658,FSCN1,fascin actin-bundling protein 1,FSCN1_HUMAN,WT,293T,Rich,0.02739,NA,NA,0,NA,NA,,,,,,
Q16658,FSCN1,fascin actin-bundling protein 1,FSCN1_HUMAN,WT,293T,−Arg,0.007626,NA,NA,-1.84465083,NA,NA,,,,,,
Q16795,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,NDUA9_HUMAN,GCN2 KO,293T,Rich,0.12127,0.058590868,0.033827453,0,0,0,,,,,,
Q16795,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,NDUA9_HUMAN,GCN2 KO,293T,−Leu,0.026435,0.005183093,0.00299246,-2.122178144,1.010922154,0.583656178,,,,,,
Q16795,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,NDUA9_HUMAN,WT,293T,Rich,0.14715,0.064134585,0.03702812,0,0,0,,,,,,
Q16795,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,NDUA9_HUMAN,WT,293T,−Arg,0.01583,NA,NA,-3.604125285,NA,NA,,,,,,
Q16795,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,NDUA9_HUMAN,WT,293T,−Leu,0.01595,0.004497199,0.002596459,-3.162928399,0.237617956,0.137188791,,,,,,
Q16836,HADH,hydroxyacyl-CoA dehydrogenase,HCDH_HUMAN,WT,293T,Rich,0.07537,NA,NA,0,NA,NA,,,,,,
Q16836,HADH,hydroxyacyl-CoA dehydrogenase,HCDH_HUMAN,WT,293T,−Arg,0.01758,NA,NA,-2.100055322,NA,NA,,,,,,
Q16851,UGP2,UDP-glucose pyrophosphorylase 2,UGPA_HUMAN,GCN2 KO,293T,Rich,0.060835,0.023992133,0.013851864,0,0,0,,,,,,
Q16851,UGP2,UDP-glucose pyrophosphorylase 2,UGPA_HUMAN,GCN2 KO,293T,−Arg,0.009492,NA,NA,-2.208450701,NA,NA,,,,,,
Q16851,UGP2,UDP-glucose pyrophosphorylase 2,UGPA_HUMAN,GCN2 KO,293T,−Leu,0.019945,0.002722361,0.001571756,-1.557226315,0.386915565,0.223385806,,,,,,
Q16851,UGP2,UDP-glucose pyrophosphorylase 2,UGPA_HUMAN,WT,293T,Rich,0.09814,NA,NA,0,NA,NA,,,,,,
Q16851,UGP2,UDP-glucose pyrophosphorylase 2,UGPA_HUMAN,WT,293T,−Leu,0.008787,NA,NA,-3.481398672,NA,NA,,,,,,
Q16891,IMMT,inner membrane mitochondrial protein,MIC60_HUMAN,GCN2 KO,293T,Rich,0.060816667,0.02855991,0.016489071,0,0,0,,,,,,
Q16891,IMMT,inner membrane mitochondrial protein,MIC60_HUMAN,GCN2 KO,293T,−Arg,0.004771667,0.002075661,0.001198384,-3.671008034,0.848022722,0.489606147,,,,,,
Q16891,IMMT,inner membrane mitochondrial protein,MIC60_HUMAN,GCN2 KO,293T,−Leu,0.0101605,0.002997426,0.001730565,-2.154918293,0.914075869,0.527741949,,,,,,
Q16891,IMMT,inner membrane mitochondrial protein,MIC60_HUMAN,WT,293T,Rich,0.09491,0.039725386,0.022935462,0,0,0,,,,,,
Q16891,IMMT,inner membrane mitochondrial protein,MIC60_HUMAN,WT,293T,−Arg,0.011455667,0.009019356,0.005207327,-3.23694137,1.250153261,0.721776322,,,,,,
Q1KMD3,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2,HNRL2_HUMAN,WT,293T,Rich,0.04172,NA,NA,0,NA,NA,,,,,,
Q1KMD3,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2,HNRL2_HUMAN,WT,293T,−Leu,0.01594,NA,NA,-1.388087529,NA,NA,,,,,,
Q29RF7,PDS5A,PDS5 cohesin associated factor A,PDS5A_HUMAN,WT,293T,Rich,0.09217,NA,NA,0,NA,NA,,,,,,
Q29RF7,PDS5A,PDS5 cohesin associated factor A,PDS5A_HUMAN,WT,293T,−Arg,0.01132,NA,NA,-3.025423293,NA,NA,,,,,,
Q2TAY7,SMU1,SMU1 DNA replication regulator and spliceosomal factor,SMU1_HUMAN,GCN2 KO,293T,Rich,0.06131,NA,NA,0,NA,NA,,,,,,
Q2TAY7,SMU1,SMU1 DNA replication regulator and spliceosomal factor,SMU1_HUMAN,GCN2 KO,293T,−Arg,0.006077,NA,NA,-3.334691208,NA,NA,,,,,,
Q2TAY7,SMU1,SMU1 DNA replication regulator and spliceosomal factor,SMU1_HUMAN,WT,293T,Rich,0.118576667,0.034468386,0.019900332,0,0,0,,,,,,
Q2TAY7,SMU1,SMU1 DNA replication regulator and spliceosomal factor,SMU1_HUMAN,WT,293T,−Arg,0.0088,NA,NA,-3.419079166,NA,NA,,,,,,
Q2TAY7,SMU1,SMU1 DNA replication regulator and spliceosomal factor,SMU1_HUMAN,WT,293T,−Leu,0.012055667,0.004599666,0.002655618,-3.324996571,0.207910807,0.12003736,,,,,,
Q32MZ4,LRRFIP1,LRR binding FLII interacting protein 1,LRRF1_HUMAN,GCN2 KO,293T,Rich,0.091,NA,NA,0,NA,NA,,,,,,
Q32MZ4,LRRFIP1,LRR binding FLII interacting protein 1,LRRF1_HUMAN,GCN2 KO,293T,−Leu,0.0558,NA,NA,-0.705601423,NA,NA,,,,,,
Q53GQ0,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,DHB12_HUMAN,GCN2 KO,293T,Rich,0.06645,NA,NA,0,NA,NA,,,,,,
Q53GQ0,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,DHB12_HUMAN,GCN2 KO,293T,−Leu,0.006394,NA,NA,-3.37747855,NA,NA,,,,,,
Q53GQ0,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,DHB12_HUMAN,WT,293T,Rich,0.07516,0.030603581,0.017668986,0,0,0,,,,,,
Q53GQ0,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,DHB12_HUMAN,WT,293T,−Arg,0.005861,NA,NA,-4.045788305,NA,NA,,,,,,
Q53GQ0,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,DHB12_HUMAN,WT,293T,−Leu,0.007889,6.15E-04,3.55E-04,-3.191824785,0.717141388,0.414041774,,,,,,
Q53GS9,USP39,ubiquitin specific peptidase 39,SNUT2_HUMAN,GCN2 KO,293T,Rich,0.06921,0.024847732,0.014345845,0,0,0,,,,,,
Q53GS9,USP39,ubiquitin specific peptidase 39,SNUT2_HUMAN,GCN2 KO,293T,−Arg,0.018545,0.002595082,0.001498271,-1.858992901,0.732078896,0.422665948,,,,,,
Q53H12,AGK,acylglycerol kinase,AGK_HUMAN,GCN2 KO,293T,Rich,0.1342,NA,NA,0,NA,NA,,,,,,
Q53H12,AGK,acylglycerol kinase,AGK_HUMAN,GCN2 KO,293T,−Leu,0.03319,NA,NA,-2.015564137,NA,NA,,,,,,
Q53H12,AGK,acylglycerol kinase,AGK_HUMAN,WT,293T,Rich,0.07671,0.030646008,0.017693481,0,0,0,,,,,,
Q53H12,AGK,acylglycerol kinase,AGK_HUMAN,WT,293T,−Leu,0.020325,0.004164859,0.002404582,-1.871473116,0.294751421,0.170174812,,,,,,
Q5BKZ1,ZNF326,zinc finger protein 326,ZN326_HUMAN,GCN2 KO,293T,Rich,0.05304,0.021439478,0.012378088,0,0,0,,,,,,
Q5BKZ1,ZNF326,zinc finger protein 326,ZN326_HUMAN,GCN2 KO,293T,−Leu,0.01426,0.001088944,6.29E-04,-1.835736356,0.489587122,0.282663257,,,,,,
Q5BKZ1,ZNF326,zinc finger protein 326,ZN326_HUMAN,WT,293T,Rich,0.1475,NA,NA,0,NA,NA,,,,,,
Q5BKZ1,ZNF326,zinc finger protein 326,ZN326_HUMAN,WT,293T,−Arg,0.009024,NA,NA,-4.030804077,NA,NA,,,,,,
Q5BKZ1,ZNF326,zinc finger protein 326,ZN326_HUMAN,WT,293T,−Leu,0.01671,NA,NA,-3.141931316,NA,NA,,,,,,
Q5JRX3,PITRM1,pitrilysin metallopeptidase 1,PREP_HUMAN,GCN2 KO,293T,Rich,0.05763,NA,NA,0,NA,NA,,,,,,
